"subject","response","rt","task","bade_condition","prompt_type","scenario_trial"
"vejuokn",1,5350,"BADE","negative","absurd",1
"vejuokn",1,2398,"BADE","negative","true_",1
"vejuokn",6,3798,"BADE","negative","lure",1
"vejuokn",6,5916,"BADE","negative","lure",1
"vejuokn",0,4942,"BADE","negative","absurd",1
"vejuokn",0,2742,"BADE","negative","true_",1
"vejuokn",6,3238,"BADE","negative","lure",1
"vejuokn",5,5061,"BADE","negative","lure",1
"vejuokn",0,5814,"BADE","negative","absurd",1
"vejuokn",0,2150,"BADE","negative","true_",1
"vejuokn",3,3430,"BADE","negative","lure",1
"vejuokn",0,9827,"BADE","positive","lure",1
"vejuokn",6,3030,"BADE","positive","absurd",1
"vejuokn",6,2406,"BADE","positive","true_",1
"vejuokn",0,5670,"BADE","positive","lure",1
"vejuokn",6,5627,"BADE","positive","lure",1
"vejuokn",0,3678,"BADE","positive","absurd",1
"vejuokn",6,3334,"BADE","positive","true_",1
"vejuokn",6,1950,"BADE","positive","lure",1
"vejuokn",6,5851,"BADE","positive","lure",1
"vejuokn",0,4598,"BADE","positive","absurd",1
"vejuokn",0,3374,"BADE","positive","true_",1
"vejuokn",3,4238,"BADE","positive","lure",1
"vejuokn",3,144612,"BADE","positive","lure",1
"vejuokn",5,5702,"BADE","positive","absurd",1
"vejuokn",5,2285,"BADE","positive","true_",1
"vejuokn",5,2750,"BADE","positive","lure",1
"vejuokn",4,13947,"BADE","positive","lure",1
"vejuokn",0,4694,"BADE","positive","absurd",1
"vejuokn",4,4582,"BADE","positive","true_",1
"vejuokn",5,4894,"BADE","positive","lure",1
"vejuokn",5,6747,"BADE","positive","lure",1
"vejuokn",0,5078,"BADE","positive","absurd",1
"vejuokn",6,2318,"BADE","positive","true_",1
"vejuokn",6,2534,"BADE","positive","lure",1
"vejuokn",6,5941,"BADE","positive","lure",1
"vejuokn",0,5094,"BADE","positive","absurd",1
"vejuokn",4,2758,"BADE","positive","true_",1
"vejuokn",6,2446,"BADE","positive","lure",1
"vejuokn",6,18556,"BADE","negative","lure",1
"vejuokn",1,7774,"BADE","negative","absurd",1
"vejuokn",0,3158,"BADE","negative","true_",1
"vejuokn",6,2478,"BADE","negative","lure",1
"vejuokn",4,4989,"BADE","positive","lure",1
"vejuokn",0,4334,"BADE","positive","absurd",1
"vejuokn",4,3910,"BADE","positive","true_",1
"vejuokn",2,2686,"BADE","positive","lure",1
"vejuokn",6,6148,"BADE","negative","lure",1
"vejuokn",6,3166,"BADE","negative","absurd",1
"vejuokn",0,3534,"BADE","negative","true_",1
"vejuokn",6,2414,"BADE","negative","lure",1
"vejuokn",6,3524,"BADE","positive","lure",1
"vejuokn",0,3094,"BADE","positive","absurd",1
"vejuokn",6,2262,"BADE","positive","true_",1
"vejuokn",6,2566,"BADE","positive","lure",1
"qkg6m6y",4,10912,"BADE","negative","lure",1
"qkg6m6y",1,9654,"BADE","negative","absurd",1
"qkg6m6y",4,4763,"BADE","negative","lure",1
"qkg6m6y",1,5059,"BADE","negative","true_",1
"qkg6m6y",4,10409,"BADE","negative","true_",2
"qkg6m6y",2,5841,"BADE","negative","lure",2
"qkg6m6y",2,4936,"BADE","negative","lure",2
"qkg6m6y",0,3435,"BADE","negative","absurd",2
"qkg6m6y",2,8006,"BADE","negative","lure",1
"qkg6m6y",0,5168,"BADE","negative","absurd",1
"qkg6m6y",3,6200,"BADE","negative","lure",1
"qkg6m6y",2,5436,"BADE","negative","true_",1
"qkg6m6y",1,5627,"BADE","negative","true_",2
"qkg6m6y",4,3940,"BADE","negative","lure",2
"qkg6m6y",4,5447,"BADE","negative","lure",2
"qkg6m6y",0,8326,"BADE","negative","absurd",2
"qkg6m6y",0,17347,"BADE","negative","lure",3
"qkg6m6y",0,4848,"BADE","negative","lure",3
"qkg6m6y",0,2733,"BADE","negative","absurd",3
"qkg6m6y",4,3413,"BADE","negative","true_",3
"qkg6m6y",3,5234,"BADE","negative","lure",1
"qkg6m6y",0,3877,"BADE","negative","absurd",1
"qkg6m6y",4,5822,"BADE","negative","lure",1
"qkg6m6y",3,4959,"BADE","negative","true_",1
"qkg6m6y",3,8374,"BADE","negative","true_",2
"qkg6m6y",2,4328,"BADE","negative","lure",2
"qkg6m6y",2,3646,"BADE","negative","lure",2
"qkg6m6y",0,4680,"BADE","negative","absurd",2
"qkg6m6y",2,10130,"BADE","negative","lure",3
"qkg6m6y",1,5051,"BADE","negative","lure",3
"qkg6m6y",0,3219,"BADE","negative","absurd",3
"qkg6m6y",4,3080,"BADE","negative","true_",3
"qkg6m6y",1,6347,"BADE","negative","lure",1
"qkg6m6y",1,5287,"BADE","negative","absurd",1
"qkg6m6y",4,4346,"BADE","negative","lure",1
"qkg6m6y",3,4133,"BADE","negative","true_",1
"qkg6m6y",4,7689,"BADE","negative","true_",2
"qkg6m6y",1,5534,"BADE","negative","lure",2
"qkg6m6y",0,3513,"BADE","negative","lure",2
"qkg6m6y",1,5944,"BADE","negative","absurd",2
"qkg6m6y",0,6678,"BADE","negative","lure",3
"qkg6m6y",0,2965,"BADE","negative","lure",3
"qkg6m6y",0,3071,"BADE","negative","absurd",3
"qkg6m6y",4,2916,"BADE","negative","true_",3
"qkg6m6y",2,5401,"BADE","positive","lure",1
"qkg6m6y",3,5092,"BADE","positive","absurd",1
"qkg6m6y",2,3211,"BADE","positive","lure",1
"qkg6m6y",2,3693,"BADE","positive","true_",1
"qkg6m6y",2,6144,"BADE","positive","true_",2
"qkg6m6y",2,2321,"BADE","positive","lure",2
"qkg6m6y",1,2528,"BADE","positive","lure",2
"qkg6m6y",0,3001,"BADE","positive","absurd",2
"qkg6m6y",1,15317,"BADE","positive","lure",3
"qkg6m6y",3,3056,"BADE","positive","lure",3
"qkg6m6y",0,5907,"BADE","positive","absurd",3
"qkg6m6y",3,4413,"BADE","positive","true_",3
"qkg6m6y",2,4507,"BADE","positive","lure",1
"qkg6m6y",1,4571,"BADE","positive","absurd",1
"qkg6m6y",1,4818,"BADE","positive","lure",1
"qkg6m6y",4,3732,"BADE","positive","true_",1
"qkg6m6y",4,5928,"BADE","positive","true_",2
"qkg6m6y",1,2670,"BADE","positive","lure",2
"qkg6m6y",1,2272,"BADE","positive","lure",2
"qkg6m6y",1,2280,"BADE","positive","absurd",2
"qkg6m6y",0,5679,"BADE","positive","lure",3
"qkg6m6y",0,2170,"BADE","positive","lure",3
"qkg6m6y",0,2397,"BADE","positive","absurd",3
"qkg6m6y",6,3678,"BADE","positive","true_",3
"qkg6m6y",2,5589,"BADE","positive","lure",1
"qkg6m6y",1,3655,"BADE","positive","absurd",1
"qkg6m6y",2,3537,"BADE","positive","lure",1
"qkg6m6y",2,3507,"BADE","positive","true_",1
"qkg6m6y",3,6091,"BADE","positive","true_",2
"qkg6m6y",0,2948,"BADE","positive","lure",2
"qkg6m6y",2,5114,"BADE","positive","lure",2
"qkg6m6y",0,2411,"BADE","positive","absurd",2
"qkg6m6y",0,14681,"BADE","positive","lure",3
"qkg6m6y",0,2630,"BADE","positive","lure",3
"qkg6m6y",2,3655,"BADE","positive","absurd",3
"qkg6m6y",4,2689,"BADE","positive","true_",3
"qkg6m6y",2,5877,"BADE","negative","lure",1
"qkg6m6y",1,3530,"BADE","negative","absurd",1
"qkg6m6y",2,3257,"BADE","negative","lure",1
"qkg6m6y",2,3328,"BADE","negative","true_",1
"qkg6m6y",2,7023,"BADE","negative","true_",2
"qkg6m6y",1,3803,"BADE","negative","lure",2
"qkg6m6y",2,2993,"BADE","negative","lure",2
"qkg6m6y",0,2941,"BADE","negative","absurd",2
"qkg6m6y",1,12630,"BADE","negative","lure",3
"qkg6m6y",1,3065,"BADE","negative","lure",3
"qkg6m6y",0,2894,"BADE","negative","absurd",3
"qkg6m6y",4,2125,"BADE","negative","true_",3
"qkg6m6y",2,5252,"BADE","positive","lure",1
"qkg6m6y",2,5596,"BADE","positive","absurd",1
"qkg6m6y",1,3460,"BADE","positive","lure",1
"qkg6m6y",2,3842,"BADE","positive","true_",1
"qkg6m6y",3,9897,"BADE","positive","true_",2
"qkg6m6y",1,3810,"BADE","positive","lure",2
"qkg6m6y",2,4159,"BADE","positive","lure",2
"qkg6m6y",2,3384,"BADE","positive","absurd",2
"qkg6m6y",1,7770,"BADE","positive","lure",3
"qkg6m6y",0,3056,"BADE","positive","lure",3
"qkg6m6y",2,3669,"BADE","positive","absurd",3
"qkg6m6y",4,1791,"BADE","positive","true_",3
"qkg6m6y",2,6209,"BADE","negative","lure",1
"qkg6m6y",0,3206,"BADE","negative","absurd",1
"qkg6m6y",3,3321,"BADE","negative","lure",1
"qkg6m6y",2,2964,"BADE","negative","true_",1
"qkg6m6y",3,8104,"BADE","negative","true_",2
"qkg6m6y",3,2949,"BADE","negative","lure",2
"qkg6m6y",2,3786,"BADE","negative","lure",2
"qkg6m6y",0,2993,"BADE","negative","absurd",2
"qkg6m6y",2,5768,"BADE","negative","lure",3
"qkg6m6y",3,3537,"BADE","negative","lure",3
"qkg6m6y",0,3120,"BADE","negative","absurd",3
"qkg6m6y",4,3800,"BADE","negative","true_",3
"qkg6m6y",2,6894,"BADE","negative","lure",1
"qkg6m6y",1,4843,"BADE","negative","absurd",1
"qkg6m6y",2,4866,"BADE","negative","lure",1
"qkg6m6y",2,3924,"BADE","negative","true_",1
"qkg6m6y",2,6168,"BADE","negative","true_",2
"qkg6m6y",2,3307,"BADE","negative","lure",2
"qkg6m6y",1,2784,"BADE","negative","lure",2
"qkg6m6y",1,3858,"BADE","negative","absurd",2
"qkg6m6y",1,7948,"BADE","negative","lure",3
"qkg6m6y",2,4260,"BADE","negative","lure",3
"qkg6m6y",0,3935,"BADE","negative","absurd",3
"qkg6m6y",4,6504,"BADE","negative","true_",3
"qkg6m6y",2,5458,"BADE","positive","lure",1
"qkg6m6y",1,4880,"BADE","positive","absurd",1
"qkg6m6y",3,3475,"BADE","positive","lure",1
"qkg6m6y",2,3904,"BADE","positive","true_",1
"qkg6m6y",2,7304,"BADE","positive","true_",2
"qkg6m6y",3,3430,"BADE","positive","lure",2
"qkg6m6y",2,2919,"BADE","positive","lure",2
"qkg6m6y",1,3087,"BADE","positive","absurd",2
"qkg6m6y",2,11842,"BADE","positive","lure",3
"qkg6m6y",4,3010,"BADE","positive","lure",3
"qkg6m6y",2,2250,"BADE","positive","absurd",3
"qkg6m6y",2,3181,"BADE","positive","true_",3
"qkg6m6y",2,7216,"BADE","negative","lure",1
"qkg6m6y",2,4571,"BADE","negative","absurd",1
"qkg6m6y",2,4322,"BADE","negative","lure",1
"qkg6m6y",2,3492,"BADE","negative","true_",1
"qkg6m6y",2,7489,"BADE","negative","true_",2
"qkg6m6y",1,4859,"BADE","negative","lure",2
"qkg6m6y",2,3476,"BADE","negative","lure",2
"qkg6m6y",0,3939,"BADE","negative","absurd",2
"qkg6m6y",1,8101,"BADE","negative","lure",3
"qkg6m6y",0,3291,"BADE","negative","lure",3
"qkg6m6y",0,4461,"BADE","negative","absurd",3
"qkg6m6y",4,5262,"BADE","negative","true_",3
"qkg6m6y",2,5082,"BADE","negative","lure",1
"qkg6m6y",1,4021,"BADE","negative","absurd",1
"qkg6m6y",2,12464,"BADE","negative","lure",1
"qkg6m6y",2,6681,"BADE","negative","true_",1
"qkg6m6y",2,6361,"BADE","negative","true_",2
"qkg6m6y",1,3439,"BADE","negative","lure",2
"qkg6m6y",2,5641,"BADE","negative","lure",2
"qkg6m6y",0,6464,"BADE","negative","absurd",2
"qkg6m6y",0,5059,"BADE","negative","lure",3
"qkg6m6y",0,3097,"BADE","negative","lure",3
"qkg6m6y",0,3592,"BADE","negative","absurd",3
"qkg6m6y",4,3591,"BADE","negative","true_",3
"qkg6m6y",2,58793,"BADE","positive","lure",1
"qkg6m6y",0,4702,"BADE","positive","absurd",1
"qkg6m6y",3,3343,"BADE","positive","lure",1
"qkg6m6y",2,3249,"BADE","positive","true_",1
"qkg6m6y",2,8389,"BADE","positive","true_",2
"qkg6m6y",4,2994,"BADE","positive","lure",2
"qkg6m6y",2,3786,"BADE","positive","lure",2
"qkg6m6y",0,2862,"BADE","positive","absurd",2
"qkg6m6y",3,8474,"BADE","positive","lure",3
"qkg6m6y",3,2560,"BADE","positive","lure",3
"qkg6m6y",0,2636,"BADE","positive","absurd",3
"qkg6m6y",2,3274,"BADE","positive","true_",3
"qkg6m6y",1,5401,"BADE","negative","lure",1
"qkg6m6y",0,3399,"BADE","negative","absurd",1
"qkg6m6y",2,3995,"BADE","negative","lure",1
"qkg6m6y",2,2986,"BADE","negative","true_",1
"qkg6m6y",3,8309,"BADE","negative","true_",2
"qkg6m6y",2,3802,"BADE","negative","lure",2
"qkg6m6y",2,2302,"BADE","negative","lure",2
"qkg6m6y",0,2428,"BADE","negative","absurd",2
"qkg6m6y",0,7627,"BADE","negative","lure",3
"qkg6m6y",1,3585,"BADE","negative","lure",3
"qkg6m6y",0,2768,"BADE","negative","absurd",3
"qkg6m6y",4,1705,"BADE","negative","true_",3
"qkg6m6y",2,7194,"BADE","negative","lure",1
"qkg6m6y",2,8227,"BADE","negative","absurd",1
"qkg6m6y",2,3688,"BADE","negative","lure",1
"qkg6m6y",3,6967,"BADE","negative","true_",1
"qkg6m6y",4,5329,"BADE","negative","true_",2
"qkg6m6y",1,3135,"BADE","negative","lure",2
"qkg6m6y",1,2660,"BADE","negative","lure",2
"qkg6m6y",0,3319,"BADE","negative","absurd",2
"qkg6m6y",0,4229,"BADE","negative","lure",3
"qkg6m6y",0,3645,"BADE","negative","lure",3
"qkg6m6y",1,3128,"BADE","negative","absurd",3
"qkg6m6y",4,2117,"BADE","negative","true_",3
"qkg6m6y",3,5245,"BADE","positive","lure",1
"qkg6m6y",0,3057,"BADE","positive","absurd",1
"qkg6m6y",3,3219,"BADE","positive","lure",1
"qkg6m6y",2,3368,"BADE","positive","true_",1
"qkg6m6y",4,5796,"BADE","positive","true_",2
"qkg6m6y",4,2312,"BADE","positive","lure",2
"qkg6m6y",2,2917,"BADE","positive","lure",2
"qkg6m6y",0,2761,"BADE","positive","absurd",2
"qkg6m6y",4,5430,"BADE","positive","lure",3
"qkg6m6y",4,1969,"BADE","positive","lure",3
"qkg6m6y",0,3747,"BADE","positive","absurd",3
"qkg6m6y",3,3112,"BADE","positive","true_",3
"qkg6m6y",3,4429,"BADE","positive","lure",1
"qkg6m6y",0,3638,"BADE","positive","absurd",1
"qkg6m6y",2,3655,"BADE","positive","lure",1
"qkg6m6y",2,3600,"BADE","positive","true_",1
"qkg6m6y",2,5254,"BADE","positive","true_",2
"qkg6m6y",3,2876,"BADE","positive","lure",2
"qkg6m6y",3,2134,"BADE","positive","lure",2
"qkg6m6y",0,4079,"BADE","positive","absurd",2
"qkg6m6y",2,10741,"BADE","positive","lure",3
"qkg6m6y",2,2612,"BADE","positive","lure",3
"qkg6m6y",0,2574,"BADE","positive","absurd",3
"qkg6m6y",4,2126,"BADE","positive","true_",3
"qkg6m6y",2,5825,"BADE","positive","lure",1
"qkg6m6y",1,4252,"BADE","positive","absurd",1
"qkg6m6y",2,2784,"BADE","positive","lure",1
"qkg6m6y",3,2514,"BADE","positive","true_",1
"qkg6m6y",3,6323,"BADE","positive","true_",2
"qkg6m6y",2,2505,"BADE","positive","lure",2
"qkg6m6y",2,2986,"BADE","positive","lure",2
"qkg6m6y",0,2599,"BADE","positive","absurd",2
"qkg6m6y",2,5616,"BADE","positive","lure",3
"qkg6m6y",2,2652,"BADE","positive","lure",3
"qkg6m6y",0,2492,"BADE","positive","absurd",3
"qkg6m6y",4,2317,"BADE","positive","true_",3
"qkg6m6y",2,5625,"BADE","positive","lure",1
"qkg6m6y",0,3507,"BADE","positive","absurd",1
"qkg6m6y",2,2613,"BADE","positive","lure",1
"qkg6m6y",2,2893,"BADE","positive","true_",1
"qkg6m6y",3,7168,"BADE","positive","true_",2
"qkg6m6y",1,2902,"BADE","positive","lure",2
"qkg6m6y",2,2933,"BADE","positive","lure",2
"qkg6m6y",0,2938,"BADE","positive","absurd",2
"qkg6m6y",1,5835,"BADE","positive","lure",3
"qkg6m6y",1,2628,"BADE","positive","lure",3
"qkg6m6y",0,2399,"BADE","positive","absurd",3
"qkg6m6y",4,2309,"BADE","positive","true_",3
"qkg6m6y",1,5687,"BADE","positive","lure",1
"qkg6m6y",0,4254,"BADE","positive","absurd",1
"qkg6m6y",2,3460,"BADE","positive","lure",1
"qkg6m6y",3,3411,"BADE","positive","true_",1
"qkg6m6y",4,4475,"BADE","positive","true_",2
"qkg6m6y",0,3546,"BADE","positive","lure",2
"qkg6m6y",1,4126,"BADE","positive","lure",2
"qkg6m6y",0,2725,"BADE","positive","absurd",2
"qkg6m6y",2,4485,"BADE","negative","lure",1
"qkg6m6y",0,3973,"BADE","negative","absurd",1
"qkg6m6y",2,4416,"BADE","negative","lure",1
"qkg6m6y",2,3757,"BADE","negative","true_",1
"qkg6m6y",3,6238,"BADE","negative","true_",2
"qkg6m6y",1,2971,"BADE","negative","lure",2
"qkg6m6y",1,2389,"BADE","negative","lure",2
"qkg6m6y",0,2479,"BADE","negative","absurd",2
"qkg6m6y",2,4912,"BADE","positive","lure",1
"qkg6m6y",0,2769,"BADE","positive","absurd",1
"qkg6m6y",2,3250,"BADE","positive","lure",1
"qkg6m6y",2,3748,"BADE","positive","true_",1
"qkg6m6y",4,4982,"BADE","positive","true_",2
"qkg6m6y",1,3753,"BADE","positive","lure",2
"qkg6m6y",1,2753,"BADE","positive","lure",2
"qkg6m6y",0,2545,"BADE","positive","absurd",2
"qkg6m6y",0,5391,"BADE","positive","lure",3
"qkg6m6y",0,2460,"BADE","positive","lure",3
"qkg6m6y",0,2837,"BADE","positive","absurd",3
"qkg6m6y",5,2147,"BADE","positive","true_",3
"3fts190",4,7425,"BADE","negative","lure",1
"3fts190",2,5381,"BADE","negative","true_",1
"3fts190",0,3559,"BADE","negative","absurd",1
"3fts190",5,3705,"BADE","negative","lure",1
"3fts190",4,7206,"BADE","negative","lure",2
"3fts190",1,3902,"BADE","negative","lure",2
"3fts190",6,2828,"BADE","negative","true_",2
"3fts190",0,3381,"BADE","negative","absurd",2
"3fts190",2,6786,"BADE","positive","lure",1
"3fts190",1,4359,"BADE","positive","true_",1
"3fts190",0,4379,"BADE","positive","absurd",1
"3fts190",4,3784,"BADE","positive","lure",1
"3fts190",2,5909,"BADE","positive","lure",2
"3fts190",4,4308,"BADE","positive","lure",2
"3fts190",1,3256,"BADE","positive","true_",2
"3fts190",0,4261,"BADE","positive","absurd",2
"3fts190",5,7878,"BADE","positive","lure",3
"3fts190",1,5421,"BADE","positive","true_",3
"3fts190",0,3717,"BADE","positive","absurd",3
"3fts190",5,3393,"BADE","positive","lure",3
"3fts190",2,6350,"BADE","positive","lure",1
"3fts190",1,3304,"BADE","positive","true_",1
"3fts190",2,5153,"BADE","positive","absurd",1
"3fts190",1,4347,"BADE","positive","lure",1
"3fts190",0,7563,"BADE","positive","lure",2
"3fts190",4,3825,"BADE","positive","lure",2
"3fts190",2,3331,"BADE","positive","true_",2
"3fts190",3,3582,"BADE","positive","absurd",2
"3fts190",0,5129,"BADE","positive","lure",3
"3fts190",5,5269,"BADE","positive","true_",3
"3fts190",2,4918,"BADE","positive","absurd",3
"3fts190",0,3898,"BADE","positive","lure",3
"3fts190",1,5409,"BADE","negative","lure",1
"3fts190",2,3692,"BADE","negative","true_",1
"3fts190",0,2908,"BADE","negative","absurd",1
"3fts190",2,3907,"BADE","negative","lure",1
"3fts190",1,6430,"BADE","negative","lure",2
"3fts190",2,4962,"BADE","negative","lure",2
"3fts190",4,3271,"BADE","negative","true_",2
"3fts190",0,3449,"BADE","negative","absurd",2
"3fts190",2,6710,"BADE","negative","lure",3
"3fts190",6,2933,"BADE","negative","true_",3
"3fts190",0,2931,"BADE","negative","absurd",3
"3fts190",1,5733,"BADE","negative","lure",3
"3fts190",2,6994,"BADE","negative","lure",1
"3fts190",1,4477,"BADE","negative","true_",1
"3fts190",0,3252,"BADE","negative","absurd",1
"3fts190",4,4554,"BADE","negative","lure",1
"3fts190",1,6454,"BADE","negative","lure",2
"3fts190",2,3653,"BADE","negative","lure",2
"3fts190",4,3011,"BADE","negative","true_",2
"3fts190",0,3162,"BADE","negative","absurd",2
"3fts190",0,6665,"BADE","negative","lure",3
"3fts190",6,2964,"BADE","negative","true_",3
"3fts190",1,6043,"BADE","negative","absurd",3
"3fts190",0,3323,"BADE","negative","lure",3
"3fts190",2,5628,"BADE","negative","lure",1
"3fts190",5,3108,"BADE","negative","true_",1
"3fts190",0,3108,"BADE","negative","absurd",1
"3fts190",4,4852,"BADE","negative","lure",1
"3fts190",1,5583,"BADE","negative","lure",2
"3fts190",4,3970,"BADE","negative","lure",2
"3fts190",5,4002,"BADE","negative","true_",2
"3fts190",0,5654,"BADE","negative","absurd",2
"3fts190",4,4840,"BADE","negative","lure",3
"3fts190",5,2848,"BADE","negative","true_",3
"3fts190",0,5976,"BADE","negative","absurd",3
"3fts190",3,3337,"BADE","negative","lure",3
"3fts190",4,7076,"BADE","negative","lure",1
"3fts190",1,4067,"BADE","negative","true_",1
"3fts190",2,3577,"BADE","negative","absurd",1
"3fts190",1,6943,"BADE","negative","lure",1
"3fts190",0,5695,"BADE","negative","lure",2
"3fts190",2,7071,"BADE","negative","lure",2
"3fts190",6,3205,"BADE","negative","true_",2
"3fts190",1,3853,"BADE","negative","absurd",2
"3fts190",0,3581,"BADE","negative","lure",3
"3fts190",6,2776,"BADE","negative","true_",3
"3fts190",1,3546,"BADE","negative","absurd",3
"3fts190",0,5497,"BADE","negative","lure",3
"3fts190",4,5565,"BADE","positive","lure",1
"3fts190",5,4662,"BADE","positive","true_",1
"3fts190",1,3612,"BADE","positive","absurd",1
"3fts190",4,3467,"BADE","positive","lure",1
"3fts190",5,4055,"BADE","positive","lure",2
"3fts190",4,3750,"BADE","positive","lure",2
"3fts190",6,2988,"BADE","positive","true_",2
"3fts190",0,3619,"BADE","positive","absurd",2
"3fts190",2,6367,"BADE","positive","lure",3
"3fts190",5,2443,"BADE","positive","true_",3
"3fts190",1,7309,"BADE","positive","absurd",3
"3fts190",6,4027,"BADE","positive","lure",3
"3fts190",2,4202,"BADE","negative","lure",1
"3fts190",5,3364,"BADE","negative","true_",1
"3fts190",0,3399,"BADE","negative","absurd",1
"3fts190",2,3180,"BADE","negative","lure",1
"3fts190",0,83968,"BADE","negative","lure",2
"3fts190",1,4361,"BADE","negative","lure",2
"3fts190",6,3401,"BADE","negative","true_",2
"3fts190",0,3116,"BADE","negative","absurd",2
"3fts190",3,7543,"BADE","negative","lure",1
"3fts190",2,2963,"BADE","negative","true_",1
"3fts190",0,3288,"BADE","negative","absurd",1
"3fts190",4,3182,"BADE","negative","lure",1
"3fts190",2,3949,"BADE","negative","lure",2
"3fts190",4,10359,"BADE","negative","lure",2
"3fts190",6,3744,"BADE","negative","true_",2
"3fts190",0,2789,"BADE","negative","absurd",2
"3fts190",2,7032,"BADE","negative","lure",3
"3fts190",6,3727,"BADE","negative","true_",3
"3fts190",0,7250,"BADE","negative","absurd",3
"3fts190",0,3068,"BADE","negative","lure",3
"3fts190",1,6034,"BADE","positive","lure",1
"3fts190",6,2975,"BADE","positive","true_",1
"3fts190",1,2984,"BADE","positive","absurd",1
"3fts190",2,3575,"BADE","positive","lure",1
"3fts190",0,4375,"BADE","positive","lure",2
"3fts190",2,3168,"BADE","positive","lure",2
"3fts190",6,2662,"BADE","positive","true_",2
"3fts190",1,2317,"BADE","positive","absurd",2
"3fts190",0,5820,"BADE","positive","lure",3
"3fts190",6,2982,"BADE","positive","true_",3
"3fts190",0,2822,"BADE","positive","absurd",3
"3fts190",1,3159,"BADE","positive","lure",3
"3fts190",2,5114,"BADE","negative","lure",1
"3fts190",4,4531,"BADE","negative","true_",1
"3fts190",1,4112,"BADE","negative","absurd",1
"3fts190",2,4550,"BADE","negative","lure",1
"3fts190",0,5514,"BADE","negative","lure",2
"3fts190",2,3818,"BADE","negative","lure",2
"3fts190",5,2749,"BADE","negative","true_",2
"3fts190",0,3102,"BADE","negative","absurd",2
"3fts190",0,5273,"BADE","negative","lure",3
"3fts190",6,3799,"BADE","negative","true_",3
"3fts190",0,3053,"BADE","negative","absurd",3
"3fts190",0,5169,"BADE","negative","lure",3
"3fts190",4,4614,"BADE","negative","lure",1
"3fts190",2,4946,"BADE","negative","true_",1
"3fts190",1,4025,"BADE","negative","absurd",1
"3fts190",3,3614,"BADE","negative","lure",1
"3fts190",0,3382,"BADE","negative","lure",2
"3fts190",1,3218,"BADE","negative","lure",2
"3fts190",6,3544,"BADE","negative","true_",2
"3fts190",1,2999,"BADE","negative","absurd",2
"3fts190",2,6039,"BADE","positive","lure",1
"3fts190",4,3262,"BADE","positive","true_",1
"3fts190",1,3226,"BADE","positive","absurd",1
"3fts190",0,3167,"BADE","positive","lure",1
"3fts190",0,4079,"BADE","positive","lure",2
"3fts190",1,3832,"BADE","positive","lure",2
"3fts190",5,5152,"BADE","positive","true_",2
"3fts190",1,3066,"BADE","positive","absurd",2
"3fts190",0,5796,"BADE","positive","lure",3
"3fts190",6,3062,"BADE","positive","true_",3
"3fts190",1,3456,"BADE","positive","absurd",3
"3fts190",0,4661,"BADE","positive","lure",3
"3fts190",4,4502,"BADE","positive","lure",1
"3fts190",2,4053,"BADE","positive","true_",1
"3fts190",0,3432,"BADE","positive","absurd",1
"3fts190",4,2896,"BADE","positive","lure",1
"3fts190",6,5540,"BADE","positive","lure",2
"3fts190",2,5115,"BADE","positive","lure",2
"3fts190",3,6026,"BADE","positive","true_",2
"3fts190",0,6306,"BADE","positive","absurd",2
"3fts190",2,6693,"BADE","positive","lure",3
"3fts190",6,3103,"BADE","positive","true_",3
"3fts190",0,2684,"BADE","positive","absurd",3
"3fts190",1,4927,"BADE","positive","lure",3
"3fts190",2,5112,"BADE","positive","lure",1
"3fts190",4,3100,"BADE","positive","true_",1
"3fts190",0,6067,"BADE","positive","absurd",1
"3fts190",4,4747,"BADE","positive","lure",1
"3fts190",2,4622,"BADE","positive","lure",2
"3fts190",1,3440,"BADE","positive","lure",2
"3fts190",5,3041,"BADE","positive","true_",2
"3fts190",0,4676,"BADE","positive","absurd",2
"3fts190",0,4090,"BADE","positive","lure",3
"3fts190",6,2682,"BADE","positive","true_",3
"3fts190",0,2782,"BADE","positive","absurd",3
"3fts190",1,4064,"BADE","positive","lure",3
"3fts190",6,4255,"BADE","positive","lure",1
"3fts190",5,4802,"BADE","positive","true_",1
"3fts190",0,3018,"BADE","positive","absurd",1
"3fts190",4,2955,"BADE","positive","lure",1
"3fts190",0,3677,"BADE","positive","lure",2
"3fts190",1,3417,"BADE","positive","lure",2
"3fts190",6,3332,"BADE","positive","true_",2
"3fts190",0,3207,"BADE","positive","absurd",2
"3fts190",0,7519,"BADE","positive","lure",3
"3fts190",6,2831,"BADE","positive","true_",3
"3fts190",0,2505,"BADE","positive","absurd",3
"3fts190",0,3405,"BADE","positive","lure",3
"3fts190",2,5788,"BADE","negative","lure",1
"3fts190",5,3918,"BADE","negative","true_",1
"3fts190",0,2879,"BADE","negative","absurd",1
"3fts190",5,2898,"BADE","negative","lure",1
"3fts190",2,6451,"BADE","negative","lure",2
"3fts190",1,3093,"BADE","negative","lure",2
"3fts190",6,2823,"BADE","negative","true_",2
"3fts190",0,2379,"BADE","negative","absurd",2
"3fts190",1,7786,"BADE","negative","lure",3
"3fts190",6,3020,"BADE","negative","true_",3
"3fts190",0,3283,"BADE","negative","absurd",3
"3fts190",1,2406,"BADE","negative","lure",3
"3fts190",1,5927,"BADE","positive","lure",1
"3fts190",4,4652,"BADE","positive","true_",1
"3fts190",5,3369,"BADE","positive","absurd",1
"3fts190",6,4058,"BADE","positive","lure",1
